Customer ID,Policy Holder Name,Gender,Age at Entry,Current Age,Occupation,Smoker Status,Medical Exam Required,Nationality,State
CUST-317312,Shreya Ramphul,Female,27,32,Business Owner,No,No,Mauritius,Rivière du Rempart
CUST-220760,Ravi Gounden,Male,44,63,Accountant,Yes,Yes,Mauritius,Grand Port
CUST-289485,Mahesh Seenarain,Male,35,36,Business Owner,Yes,No,Mauritius,Port Louis
CUST-878651,Véronique Mungur,Female,32,48,HR Officer,Yes,Yes,Mauritius,Quatre Bornes
CUST-407874,Nicolas Boodhun,Male,28,46,Driver,No,No,Mauritius,Grand Port
CUST-792413,Yogesh Ramsamy,Male,60,65,Logistics Coordinator,No,Yes,Mauritius,Port Louis
CUST-205338,Raj Issack,Other,21,23,Financial Analyst,Yes,No,Mauritius,Moka
CUST-109166,Divya Mootien,Female,20,38,Electrician,Yes,Yes,Mauritius,Flacq
CUST-117946,Asha Seenarain,Female,26,44,Driver,No,No,Mauritius,Beau Bassin-Rose Hill
CUST-871734,Meena Aubeeluck,Female,59,79,Civil Servant,Yes,No,Mauritius,Port Louis
CUST-963495,Seema Gungah,Female,59,59,Software Developer,Yes,No,Mauritius,Port Louis
CUST-544451,Imran Elahee,Male,39,50,Sugarcane Worker,No,No,Mauritius,Grand Port
CUST-987454,Ravi Dilmohamed,Male,53,53,Lawyer,Yes,Yes,Mauritius,Port Louis
CUST-542981,Roshan Gounden,Male,26,29,Fisherman,Yes,No,Mauritius,Plaines Wilhems
CUST-163238,Nitin Beeharry,Male,59,64,Cleaner,Yes,No,Mauritius,Black River
CUST-546901,Nisha Dabeesing,Female,24,42,Teacher,No,Yes,Mauritius,Port Louis
CUST-781673,Ziad Chundunsing,Male,22,25,Plumber,No,No,Mauritius,Quatre Bornes
CUST-762421,Marie Rughoonauth,Female,23,43,Civil Servant,Yes,No,Mauritius,Port Louis
CUST-117679,Kavita Ramphul,Female,36,55,Fisherman,No,No,Mauritius,Flacq
CUST-543745,Leila Ramful,Female,46,71,Bank Officer,Yes,No,Mauritius,Savanne
CUST-398889,Christine Ramful,Female,30,43,Mechanic,Yes,No,Mauritius,Rivière du Rempart
CUST-977417,Rekha Seenarain,Female,59,84,Lawyer,No,No,Mauritius,Port Louis
CUST-162283,Rajesh Curpen,Male,32,56,Business Owner,Yes,Yes,Mauritius,Plaines Wilhems
CUST-341016,Gita Curpen,Female,24,27,HR Officer,No,No,Mauritius,Beau Bassin-Rose Hill
CUST-269737,Dinesh Gungah,Male,33,46,Real Estate Agent,Yes,Yes,Mauritius,Rivière du Rempart
CUST-212619,Lucie Pillay,Female,40,44,Waiter,Yes,Yes,Mauritius,Curepipe
CUST-188536,Vikram Moothoosamy,Male,50,56,Insurance Broker,Yes,No,Mauritius,Rivière du Rempart
CUST-584385,Nathalie Gounden,Female,33,55,Hotel Manager,No,Yes,Mauritius,Curepipe
CUST-656473,Zara Ramful,Female,37,45,Port Authority Officer,No,Yes,Mauritius,Beau Bassin-Rose Hill
CUST-838265,Kevin Ramphul,Male,28,34,Teacher,Yes,No,Mauritius,Plaines Wilhems
CUST-809221,Yogesh Chundunsing,Male,39,50,HR Officer,No,No,Mauritius,Flacq
CUST-314498,Lucie Lutchmanen,Other,60,63,Sugarcane Worker,Yes,No,Mauritius,Plaines Wilhems
CUST-522135,Jean-Marie Ramjuttun,Male,20,25,HR Officer,No,No,Mauritius,Vacoas-Phoenix
CUST-182767,Sushma Permalloo,Female,53,64,Waiter,Yes,Yes,Mauritius,Vacoas-Phoenix
CUST-133643,Vandana Lutchmanen,Female,36,37,Architect,No,No,Mauritius,Savanne
CUST-757286,Farrukh Mootien,Male,28,46,Teacher,Yes,Yes,Mauritius,Port Louis
CUST-798914,Vinod Gungah,Male,58,72,Business Owner,No,Yes,Mauritius,Port Louis
CUST-347413,Mohammed Soobroy,Male,33,50,Sugarcane Worker,Yes,No,Mauritius,Flacq
CUST-800144,Sandrine Gokool,Female,30,52,Engineer,No,Yes,Mauritius,Port Louis
CUST-626213,Ajay Ramjuttun,Male,25,26,Waiter,No,No,Mauritius,Quatre Bornes
CUST-654893,Stéphane Ramjuttun,Male,27,42,Hotel Manager,Yes,Yes,Mauritius,Rivière du Rempart
CUST-226120,Patrick Rughoonauth,Male,50,63,Farmer,No,Yes,Mauritius,Savanne
CUST-255650,Asha Bundhun,Female,38,44,Port Authority Officer,No,Yes,Mauritius,Rivière du Rempart
CUST-360300,Reena Beeharry,Female,55,62,Mechanic,No,No,Mauritius,Plaines Wilhems
CUST-719682,Radha Mungur,Other,27,46,Financial Analyst,Yes,No,Mauritius,Beau Bassin-Rose Hill
CUST-962501,Suresh Luchmun,Male,23,31,Factory Supervisor,No,Yes,Mauritius,Port Louis
CUST-640615,Amina Gounden,Female,18,32,Textile Worker,Yes,Yes,Mauritius,Port Louis
CUST-792852,Kavita Ramdenee,Female,34,55,Teacher,No,Yes,Mauritius,Vacoas-Phoenix
CUST-346636,Sarita Mohit,Female,60,71,Contractor,No,Yes,Mauritius,Quatre Bornes
CUST-123501,Nisha Pillay,Female,41,64,Textile Worker,No,Yes,Mauritius,Vacoas-Phoenix
CUST-518383,Suresh Appasamy,Male,29,37,Bank Officer,Yes,Yes,Mauritius,Beau Bassin-Rose Hill
CUST-647300,Patrick Suntoo,Male,53,69,Hotel Manager,No,No,Mauritius,Savanne
CUST-280958,Priya Appasamy,Female,47,48,Teacher,No,Yes,Mauritius,Savanne
CUST-798964,Sanjay Teeluck,Male,18,20,Mechanic,Yes,No,Mauritius,Flacq
CUST-522816,Samira Ramjuttun,Female,49,51,Accountant,Yes,No,Mauritius,Black River
CUST-929909,Seema Beeharry,Female,29,34,Cleaner,No,Yes,Mauritius,Rivière du Rempart
CUST-802835,Stéphane Soobroy,Male,24,39,Doctor,No,Yes,Mauritius,Flacq
CUST-223641,Céline Luchmun,Female,27,35,Accountant,No,Yes,Mauritius,Grand Port
CUST-678654,Rajesh Gungah,Male,33,53,Pharmacist,Yes,No,Mauritius,Plaines Wilhems
CUST-335018,Sanjeev Curpen,Male,32,42,Farmer,No,Yes,Mauritius,Beau Bassin-Rose Hill
CUST-936621,Amina Soobroy,Female,28,53,Security Guard,Yes,No,Mauritius,Moka
CUST-836111,Geeta Nagapen,Female,25,45,Financial Analyst,No,No,Mauritius,Flacq
CUST-550162,Mohammed Bucktowar,Male,45,45,Architect,No,No,Mauritius,Port Louis
CUST-260378,Patrick Ramsamy,Male,60,77,Plumber,Yes,No,Mauritius,Port Louis
CUST-896969,Christine Soobroy,Female,46,53,Sales Representative,No,Yes,Mauritius,Port Louis
CUST-332786,Reena Veerasamy,Female,29,37,Textile Worker,No,Yes,Mauritius,Moka
CUST-371090,Sushma Seenarain,Female,27,39,Customs Officer,Yes,No,Mauritius,Moka
CUST-123126,Suresh Dabeesing,Male,26,45,Engineer,Yes,No,Mauritius,Port Louis
CUST-893445,Vishal Soobroy,Male,24,47,Pharmacist,No,Yes,Mauritius,Curepipe
CUST-527168,Nicolas Luchmun,Male,36,39,Hotel Manager,Yes,No,Mauritius,Black River
CUST-295643,Priya Mootien,Female,37,44,Nurse,No,No,Mauritius,Flacq
CUST-448599,Mahesh Callychurn,Male,42,66,Teacher,Yes,No,Mauritius,Quatre Bornes
CUST-416762,Imran Peerthum,Male,41,56,Police Officer,No,Yes,Mauritius,Moka
CUST-781874,Sushma Bhugon,Female,29,30,Driver,No,No,Mauritius,Port Louis
CUST-521595,Raj Nagapen,Male,30,32,Customs Officer,No,Yes,Mauritius,Beau Bassin-Rose Hill
CUST-371258,Mohammed Busgopaul,Other,41,60,Textile Worker,Yes,Yes,Mauritius,Vacoas-Phoenix
CUST-252526,Amina Curpen,Female,30,33,Architect,Yes,No,Mauritius,Plaines Wilhems
CUST-925519,Jayshree Bundhun,Female,26,33,Electrician,Yes,No,Mauritius,Moka
CUST-542693,Mohammed Appasamy,Male,31,50,Textile Worker,Yes,No,Mauritius,Black River
CUST-426752,Sanjeev Pillay,Male,28,44,Farmer,No,Yes,Mauritius,Grand Port
CUST-428786,Seema Nunkoo,Female,22,47,Doctor,Yes,Yes,Mauritius,Moka
CUST-289353,Geeta Rughoonauth,Female,50,51,Customs Officer,No,Yes,Mauritius,Black River
CUST-146649,Asha Busgopaul,Female,51,62,Business Owner,Yes,No,Mauritius,Port Louis
CUST-972964,Vikram Torabally,Male,27,46,Textile Worker,No,Yes,Mauritius,Savanne
CUST-843814,Nathalie Nagapen,Female,21,41,Retail Manager,Yes,No,Mauritius,Grand Port
CUST-497392,Geeta Gounden,Female,44,59,Civil Servant,Yes,Yes,Mauritius,Flacq
CUST-946194,Reena Seeboo,Female,26,30,Bank Officer,No,Yes,Mauritius,Port Louis
CUST-815557,Asha Hurree,Female,31,39,Sugarcane Worker,No,No,Mauritius,Rivière du Rempart
CUST-927513,Kavita Bhugon,Female,21,34,Lawyer,Yes,Yes,Mauritius,Vacoas-Phoenix
CUST-544167,Samira Bhugon,Female,27,38,Port Authority Officer,No,No,Mauritius,Flacq
CUST-572510,Pradeep Fowdar,Male,47,72,Bank Officer,No,Yes,Mauritius,Plaines Wilhems
CUST-130294,Navin Ramjuttun,Male,48,61,Retail Manager,Yes,No,Mauritius,Plaines Wilhems
CUST-921327,Stéphane Hurree,Male,26,30,Mechanic,No,No,Mauritius,Black River
CUST-515750,Vikram Bundhun,Male,30,50,Plumber,No,Yes,Mauritius,Quatre Bornes
CUST-808069,Avinash Busgopaul,Male,24,37,Factory Supervisor,Yes,Yes,Mauritius,Port Louis
CUST-899053,Ziad Issack,Male,21,46,HR Officer,No,No,Mauritius,Black River
CUST-520726,Roshan Seeboo,Male,60,64,Electrician,Yes,No,Mauritius,Port Louis
CUST-394577,Dinesh Issack,Male,39,61,Software Developer,Yes,No,Mauritius,Quatre Bornes
CUST-659319,Malini Nunkoo,Female,35,60,Real Estate Agent,No,Yes,Mauritius,Port Louis
CUST-213610,Sarita Ramsamy,Female,45,60,Waiter,No,No,Mauritius,Black River
CUST-305399,Sanjeev Seenarain,Male,50,52,Mechanic,No,No,Mauritius,Quatre Bornes
CUST-567785,Priya Beeharry,Female,48,52,Sales Representative,No,Yes,Mauritius,Moka
CUST-254428,Sushma Bissessur,Female,19,42,Business Owner,Yes,Yes,Mauritius,Plaines Wilhems
CUST-871139,Mohammed Torabally,Male,25,49,Customs Officer,No,Yes,Mauritius,Savanne
CUST-504613,Vinod Rughooputh,Male,39,63,Textile Worker,Yes,No,Mauritius,Flacq
CUST-377586,Yannick Ramful,Male,31,47,Mechanic,No,Yes,Mauritius,Port Louis
CUST-887667,Parveen Busgopaul,Female,59,66,Insurance Broker,No,No,Mauritius,Grand Port
CUST-132962,Aisha Gounden,Female,40,61,Marketing Officer,No,No,Mauritius,Moka
CUST-589919,Ziad Naidoo,Male,58,68,Police Officer,Yes,Yes,Mauritius,Port Louis
CUST-847556,Jean-Marie Permalloo,Male,26,40,Financial Analyst,No,Yes,Mauritius,Rivière du Rempart
CUST-316300,Stéphane Peerthum,Male,52,59,Financial Analyst,Yes,No,Mauritius,Port Louis
CUST-665073,Jean-Marie Curpen,Male,29,41,Factory Supervisor,Yes,No,Mauritius,Grand Port
CUST-669273,Avinash Naidoo,Male,60,61,Engineer,No,Yes,Mauritius,Vacoas-Phoenix
CUST-849478,Mohammed Mootien,Male,25,45,Driver,Yes,No,Mauritius,Moka
CUST-854121,Céline Bhugon,Female,35,52,Insurance Broker,Yes,No,Mauritius,Moka
CUST-988951,Céline Mootien,Female,47,54,Bank Officer,Yes,Yes,Mauritius,Vacoas-Phoenix
CUST-172481,Mahesh Seetaram,Male,32,54,Security Guard,No,No,Mauritius,Rivière du Rempart
CUST-983488,Malini Bissessur,Female,33,46,Carpenter,Yes,No,Mauritius,Plaines Wilhems
CUST-374609,Anand Nunkoo,Male,60,73,Doctor,Yes,No,Mauritius,Black River
CUST-749635,Roshan Ramjuttun,Male,32,38,HR Officer,Yes,Yes,Mauritius,Moka
CUST-774915,Sanjay Gokool,Male,37,56,Business Owner,Yes,No,Mauritius,Curepipe
CUST-367865,Malini Mungur,Female,20,37,Farmer,No,Yes,Mauritius,Vacoas-Phoenix
CUST-420942,Geeta Gounden,Female,50,60,Customs Officer,Yes,No,Mauritius,Port Louis
CUST-244210,Leila Rughoonauth,Female,39,47,Farmer,Yes,Yes,Mauritius,Vacoas-Phoenix
CUST-884019,Manoj Appasamy,Male,31,43,Lawyer,Yes,No,Mauritius,Port Louis
CUST-780208,Isabelle Curpen,Female,19,26,Waiter,No,Yes,Mauritius,Flacq
CUST-930837,Loic Fowdar,Male,37,40,Police Officer,Yes,No,Mauritius,Port Louis
CUST-320295,Marie Fowdar,Female,18,23,Real Estate Agent,Yes,Yes,Mauritius,Port Louis
CUST-955862,Vishal Boodhun,Male,18,21,Civil Servant,Yes,Yes,Mauritius,Port Louis
CUST-166092,Avinash Lutchmanen,Male,38,60,Real Estate Agent,No,No,Mauritius,Savanne
CUST-131248,Pooja Boodhun,Female,26,42,Cleaner,No,No,Mauritius,Port Louis
CUST-957556,Parveen Mohit,Female,26,35,Driver,No,No,Mauritius,Beau Bassin-Rose Hill
CUST-859699,Ziad Gounden,Male,39,46,Sugarcane Worker,No,No,Mauritius,Moka
CUST-635124,Nisha Soobroy,Female,20,44,Doctor,No,No,Mauritius,Savanne
CUST-244968,Sanjeev Naidoo,Male,29,35,Electrician,No,No,Mauritius,Vacoas-Phoenix
CUST-972475,Seema Bhugon,Female,24,45,Software Developer,Yes,Yes,Mauritius,Plaines Wilhems
CUST-975876,Anita Moothoosamy,Female,37,61,Security Guard,Yes,Yes,Mauritius,Grand Port
CUST-878247,Aisha Mootien,Female,40,58,Farmer,No,Yes,Mauritius,Grand Port
CUST-553876,Sunita Dabeesing,Female,43,64,Farmer,No,No,Mauritius,Port Louis
CUST-512077,Priya Naidoo,Female,28,39,Bank Officer,Yes,Yes,Mauritius,Black River
CUST-101662,Fabrice Ramessur,Male,22,47,HR Officer,No,Yes,Mauritius,Grand Port
CUST-909947,Seema Beeharry,Female,22,41,Customs Officer,Yes,Yes,Mauritius,Grand Port
CUST-304102,Sanjeev Peerthum,Male,32,45,Sales Representative,Yes,No,Mauritius,Flacq
CUST-860863,Thierry Appasamy,Male,57,75,Chef,No,Yes,Mauritius,Grand Port
CUST-653600,Eric Ramsamy,Male,26,33,Textile Worker,No,Yes,Mauritius,Rivière du Rempart
CUST-176176,Nitin Bucktowar,Male,28,39,Teacher,No,No,Mauritius,Plaines Wilhems
CUST-697006,Amina Bissessur,Female,22,36,Farmer,Yes,Yes,Mauritius,Port Louis
CUST-552578,Dinesh Seenarain,Male,37,59,Carpenter,No,Yes,Mauritius,Grand Port
CUST-680172,Samira Mohit,Female,41,41,Chef,No,Yes,Mauritius,Quatre Bornes
CUST-451917,Eric Ramful,Male,39,55,Electrician,Yes,No,Mauritius,Rivière du Rempart
CUST-194594,Ziad Luchmun,Male,52,73,Retail Manager,No,No,Mauritius,Grand Port
CUST-201263,Kevin Bissessur,Male,34,51,Sugarcane Worker,Yes,No,Mauritius,Port Louis
CUST-244463,Vinod Callychurn,Male,24,37,Architect,Yes,Yes,Mauritius,Port Louis
CUST-637108,Roshan Mootien,Male,29,47,Engineer,No,Yes,Mauritius,Vacoas-Phoenix
CUST-866940,Fatima Rughooputh,Female,40,51,Architect,Yes,Yes,Mauritius,Vacoas-Phoenix
CUST-407912,Kiran Rughoonauth,Male,38,49,Port Authority Officer,Yes,No,Mauritius,Savanne
CUST-103026,Malini Seenarain,Female,35,53,Police Officer,Yes,No,Mauritius,Rivière du Rempart
CUST-702430,Avinash Luchmun,Male,41,41,Doctor,Yes,No,Mauritius,Plaines Wilhems
CUST-388472,Deepak Nagapen,Male,39,40,Logistics Coordinator,Yes,Yes,Mauritius,Vacoas-Phoenix
CUST-286253,Aisha Teeluck,Female,53,69,Factory Supervisor,No,No,Mauritius,Port Louis
CUST-645438,Dinesh Gungah,Male,37,57,Real Estate Agent,Yes,Yes,Mauritius,Black River
CUST-194465,Patrick Gokool,Male,46,50,Sales Representative,Yes,No,Mauritius,Quatre Bornes
CUST-491267,Yogesh Veerasamy,Male,27,27,Customs Officer,Yes,Yes,Mauritius,Beau Bassin-Rose Hill
CUST-831921,Sanjeev Naidoo,Male,40,64,Doctor,Yes,Yes,Mauritius,Flacq
CUST-286646,Priya Bucktowar,Female,54,68,Software Developer,Yes,No,Mauritius,Plaines Wilhems
CUST-145738,Dinesh Aubeeluck,Male,31,54,Fisherman,Yes,No,Mauritius,Port Louis
CUST-309305,Reena Seenarain,Female,46,47,Nurse,No,Yes,Mauritius,Beau Bassin-Rose Hill
CUST-813540,Seema Bhugon,Female,43,43,Civil Servant,No,No,Mauritius,Quatre Bornes
CUST-701885,Dinesh Seetaram,Male,21,46,Bank Officer,No,No,Mauritius,Plaines Wilhems
CUST-647254,Shreya Fowdar,Female,37,51,Sales Representative,Yes,No,Mauritius,Grand Port
CUST-392582,Manoj Nunkoo,Male,24,39,Business Owner,No,Yes,Mauritius,Quatre Bornes
CUST-597166,Malini Permalloo,Female,58,64,Bank Officer,Yes,Yes,Mauritius,Quatre Bornes
CUST-370340,Suresh Boodhun,Male,48,58,Nurse,Yes,No,Mauritius,Beau Bassin-Rose Hill
CUST-332552,Lata Callychurn,Female,23,44,Mechanic,Yes,No,Mauritius,Quatre Bornes
CUST-477427,Nicolas Rughooputh,Male,23,37,Lawyer,Yes,No,Mauritius,Vacoas-Phoenix
CUST-655682,Ashish Nagapen,Male,37,38,Security Guard,No,No,Mauritius,Port Louis
CUST-303168,Sushma Pillay,Female,30,48,Sugarcane Worker,Yes,No,Mauritius,Quatre Bornes
CUST-304715,Sarita Seetaram,Female,20,37,Bank Officer,Yes,No,Mauritius,Beau Bassin-Rose Hill
CUST-991090,Thierry Baguant,Male,35,44,Security Guard,Yes,Yes,Mauritius,Grand Port
CUST-955957,Vikram Pillay,Male,31,45,Architect,Yes,No,Mauritius,Grand Port
CUST-469559,Lata Mootien,Female,22,24,Fisherman,No,Yes,Mauritius,Plaines Wilhems
CUST-964710,Sophie Rughooputh,Female,48,48,Cleaner,Yes,No,Mauritius,Quatre Bornes
CUST-144569,Sandrine Bundhun,Female,55,70,Bank Officer,Yes,Yes,Mauritius,Vacoas-Phoenix
CUST-204980,Rekha Mohit,Female,45,59,Insurance Broker,No,Yes,Mauritius,Moka
CUST-444492,Anita Permalloo,Female,49,74,Financial Analyst,No,No,Mauritius,Port Louis
CUST-764635,Sophie Ramdenee,Female,26,26,Security Guard,No,Yes,Mauritius,Plaines Wilhems
CUST-187197,Imran Busgopaul,Male,28,49,Mechanic,Yes,Yes,Mauritius,Moka
CUST-428987,Kevin Pillay,Male,26,51,Chef,No,Yes,Mauritius,Port Louis
CUST-951921,Gita Peerthum,Female,45,67,Doctor,Yes,No,Mauritius,Port Louis
CUST-291986,Isabelle Rughooputh,Female,57,68,Waiter,No,No,Mauritius,Moka
CUST-133544,Ajay Mootien,Male,42,56,Financial Analyst,Yes,No,Mauritius,Port Louis
CUST-300553,Patrick Luchmun,Male,53,57,Logistics Coordinator,Yes,No,Mauritius,Black River
CUST-483943,Seema Rughoonauth,Female,39,59,Teacher,Yes,Yes,Mauritius,Port Louis
CUST-810450,Stéphane Ramessur,Male,31,50,Tourism Officer,No,Yes,Mauritius,Plaines Wilhems
CUST-103150,Vinod Ramphul,Male,32,40,Carpenter,Yes,Yes,Mauritius,Vacoas-Phoenix
CUST-631085,David Boodhun,Male,21,40,Financial Analyst,Yes,Yes,Mauritius,Flacq
CUST-332135,Ajay Bundhun,Male,20,40,Plumber,Yes,No,Mauritius,Grand Port
CUST-819349,Loic Ramful,Male,41,59,Plumber,Yes,Yes,Mauritius,Grand Port
CUST-162206,Suresh Boodhun,Male,32,45,Port Authority Officer,Yes,Yes,Mauritius,Grand Port
CUST-161645,David Curpen,Male,36,38,Textile Worker,No,No,Mauritius,Rivière du Rempart
CUST-829234,Sunita Veerasamy,Female,36,43,Customs Officer,No,Yes,Mauritius,Black River
CUST-303261,Nicolas Mungur,Male,28,46,Financial Analyst,No,No,Mauritius,Vacoas-Phoenix
CUST-511702,Anita Ramsamy,Female,33,48,Logistics Coordinator,No,Yes,Mauritius,Grand Port
CUST-268485,Priya Dilmohamed,Female,33,53,Carpenter,Yes,Yes,Mauritius,Rivière du Rempart
CUST-367495,Thierry Bhugon,Male,31,35,Security Guard,Yes,No,Mauritius,Port Louis
CUST-292697,Sarita Nunkoo,Female,49,67,Doctor,Yes,Yes,Mauritius,Plaines Wilhems
CUST-447110,Fabrice Seeboo,Male,33,36,Engineer,Yes,Yes,Mauritius,Flacq
CUST-148648,Gita Rughoonauth,Female,37,48,Pharmacist,Yes,No,Mauritius,Rivière du Rempart
CUST-258824,Loic Ramsamy,Male,54,57,Accountant,No,No,Mauritius,Savanne
CUST-106810,Divya Bucktowar,Female,52,61,Plumber,No,No,Mauritius,Beau Bassin-Rose Hill
CUST-928327,Reena Curpen,Female,53,70,HR Officer,No,Yes,Mauritius,Port Louis
CUST-722431,Vinod Aubeeluck,Male,28,52,Marketing Officer,No,Yes,Mauritius,Grand Port
CUST-539437,Fabrice Gokool,Male,20,41,Mechanic,Yes,Yes,Mauritius,Rivière du Rempart
CUST-295599,Christine Chundunsing,Female,28,30,Lawyer,No,No,Mauritius,Vacoas-Phoenix
CUST-101150,Geeta Seenarain,Female,28,42,Business Owner,Yes,No,Mauritius,Vacoas-Phoenix
CUST-888460,Fabrice Luchmun,Male,55,72,Civil Servant,Yes,Yes,Mauritius,Savanne
CUST-778465,Marie Bundhun,Female,39,64,Cleaner,Yes,Yes,Mauritius,Grand Port
CUST-647622,Pravesh Ramphul,Male,22,40,Port Authority Officer,Yes,No,Mauritius,Flacq
CUST-910342,Sushma Bundhun,Female,24,27,Insurance Broker,No,Yes,Mauritius,Flacq
CUST-677347,Deepak Curpen,Male,24,26,Waiter,No,No,Mauritius,Black River
CUST-838174,Vandana Ramdenee,Female,38,60,Software Developer,No,Yes,Mauritius,Black River
CUST-602005,Deepak Gokool,Male,44,61,Cleaner,Yes,Yes,Mauritius,Flacq
CUST-262081,Thierry Ramjuttun,Male,52,68,Waiter,No,Yes,Mauritius,Beau Bassin-Rose Hill
CUST-426098,Imran Mootien,Male,57,58,Software Developer,Yes,Yes,Mauritius,Beau Bassin-Rose Hill
CUST-101278,Roshan Ramdenee,Male,26,27,Mechanic,Yes,No,Mauritius,Flacq
CUST-794666,Fabrice Seenarain,Male,29,33,Doctor,No,Yes,Mauritius,Plaines Wilhems
CUST-786642,Nitin Beeharry,Male,27,33,Retail Manager,Yes,Yes,Mauritius,Savanne
CUST-731707,Lucie Fowdar,Female,30,52,Driver,Yes,Yes,Mauritius,Beau Bassin-Rose Hill
CUST-137870,Avinash Seenarain,Male,55,75,Tourism Officer,Yes,No,Mauritius,Quatre Bornes
CUST-993780,Ashish Torabally,Male,36,40,Retail Manager,No,No,Mauritius,Grand Port
CUST-208250,Ravi Busgopaul,Male,44,51,Fisherman,Yes,Yes,Mauritius,Quatre Bornes
CUST-198080,Ravi Seetaram,Male,34,47,Plumber,Yes,No,Mauritius,Plaines Wilhems
CUST-815319,Jean-Marie Ramsamy,Male,19,20,Carpenter,Yes,No,Mauritius,Rivière du Rempart
CUST-712957,Kiran Callychurn,Male,21,24,Contractor,Yes,Yes,Mauritius,Beau Bassin-Rose Hill
CUST-269763,Pradeep Naidoo,Male,35,54,Accountant,No,Yes,Mauritius,Rivière du Rempart
CUST-142862,Thierry Ramjuttun,Male,43,48,Waiter,Yes,Yes,Mauritius,Quatre Bornes
CUST-359985,Anita Nunkoo,Female,26,49,Textile Worker,No,Yes,Mauritius,Moka
CUST-258162,Radha Ramdenee,Female,43,61,Accountant,Yes,Yes,Mauritius,Savanne
CUST-158591,Avinash Seetaram,Male,48,59,Security Guard,No,No,Mauritius,Vacoas-Phoenix
CUST-889727,Stéphane Moothoosamy,Male,32,33,Farmer,Yes,No,Mauritius,Quatre Bornes
CUST-637022,Nisha Fowdar,Female,44,69,Security Guard,No,No,Mauritius,Port Louis
CUST-916634,Vinod Ramessur,Male,31,55,Lawyer,No,Yes,Mauritius,Savanne
CUST-305884,Sushma Callychurn,Female,40,61,Bank Officer,Yes,Yes,Mauritius,Flacq
CUST-416985,Kiran Ramsamy,Male,45,65,Cleaner,No,Yes,Mauritius,Rivière du Rempart
CUST-504058,Divya Ramdenee,Female,60,64,Marketing Officer,Yes,Yes,Mauritius,Plaines Wilhems
CUST-326956,Shreya Nunkoo,Female,30,55,Sales Representative,Yes,No,Mauritius,Quatre Bornes
CUST-436133,Parveen Busgopaul,Female,32,40,Police Officer,Yes,Yes,Mauritius,Flacq
CUST-820626,Usha Ramjuttun,Female,25,44,Software Developer,No,Yes,Mauritius,Moka
CUST-188746,Farrukh Luchmun,Male,26,47,Cleaner,No,No,Mauritius,Plaines Wilhems
CUST-944101,Sanjeev Mootien,Male,41,48,Retail Manager,No,No,Mauritius,Curepipe
CUST-799096,Sophie Ramful,Female,55,56,Fisherman,Yes,Yes,Mauritius,Plaines Wilhems
CUST-948210,Laetitia Boodhun,Female,31,53,Pharmacist,Yes,Yes,Mauritius,Black River
CUST-654698,Anand Mungur,Male,25,40,Security Guard,Yes,No,Mauritius,Curepipe
CUST-589584,Imran Ramful,Male,28,52,Farmer,No,No,Mauritius,Grand Port
CUST-715332,Eric Callychurn,Male,33,55,Architect,No,Yes,Mauritius,Grand Port
CUST-488726,Loic Dabeesing,Male,29,47,Customs Officer,No,No,Mauritius,Grand Port
CUST-627213,Geeta Veerasamy,Female,27,39,Engineer,No,Yes,Mauritius,Quatre Bornes
CUST-285685,Ravi Mohit,Male,44,54,Financial Analyst,No,Yes,Mauritius,Flacq
CUST-448169,Avinash Fowdar,Male,18,37,Bank Officer,Yes,No,Mauritius,Plaines Wilhems
CUST-249522,Stéphane Ramjuttun,Male,35,45,Fisherman,No,No,Mauritius,Plaines Wilhems
CUST-218323,Patrick Issack,Male,47,54,Civil Servant,No,No,Mauritius,Port Louis
CUST-852253,Anand Veerasamy,Male,28,46,Business Owner,No,Yes,Mauritius,Grand Port
CUST-800131,Zara Gounden,Female,37,45,Textile Worker,Yes,Yes,Mauritius,Beau Bassin-Rose Hill
CUST-956244,Marie Nagapen,Female,40,43,Bank Officer,No,No,Mauritius,Plaines Wilhems
CUST-694093,Kavita Pillay,Female,39,52,Hotel Manager,No,Yes,Mauritius,Port Louis
CUST-660105,Pradeep Lutchmanen,Male,33,53,Business Owner,No,No,Mauritius,Quatre Bornes
CUST-183257,Shreya Ramphul,Female,30,41,Sugarcane Worker,No,Yes,Mauritius,Quatre Bornes
CUST-433799,Parveen Beeharry,Female,50,55,Tourism Officer,No,No,Mauritius,Beau Bassin-Rose Hill
CUST-630040,Sophie Dabeesing,Female,45,70,Logistics Coordinator,No,No,Mauritius,Vacoas-Phoenix
CUST-217889,Nitin Gounden,Male,29,44,Driver,Yes,Yes,Mauritius,Black River
CUST-878013,Laurent Mootien,Male,23,27,Hotel Manager,No,No,Mauritius,Rivière du Rempart
CUST-519750,Raj Dabeesing,Male,21,42,Electrician,No,Yes,Mauritius,Plaines Wilhems
CUST-392193,Avinash Ramphul,Male,22,23,Nurse,No,Yes,Mauritius,Vacoas-Phoenix
CUST-125780,Yogesh Bissessur,Male,37,48,Electrician,Yes,Yes,Mauritius,Port Louis
CUST-997932,Ashish Teeluck,Male,20,41,Mechanic,Yes,Yes,Mauritius,Plaines Wilhems
CUST-794752,Sanjay Moothoosamy,Male,30,36,Business Owner,No,Yes,Mauritius,Moka
CUST-825928,Céline Fowdar,Female,45,70,Business Owner,Yes,No,Mauritius,Flacq
